movie_title,title_year,duration,color,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,imdb_score,aspect_ratio,g1,g2,g3,g4,g5,g6,g7,g8,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26
Interstellar ,2014,169,Color,712,22000,11000,11000,6000,187991439,928227,31488,1,2725,English,USA,PG-13,165000000,8.6,2.35,Adventure,Drama,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inception ,2010,148,Color,642,22000,29000,27000,23000,292568851,1468200,81115,0,2803,English,USA,PG-13,160000000,8.8,2.35,Action,Adventure,Sci-Fi,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godzilla Resurgence ,2016,120,Color,1,28,544,106,12,,374,699,0,13,Japanese,Japan,,,8.2,2.35,Action,Adventure,Drama,Horror,Sci-Fi,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hobbit: An Unexpected Journey ,2012,182,Color,645,0,5000,972,773,303001229,637246,9152,,1367,English,USA,PG-13,180000000,7.9,2.35,Adventure,Fantasy,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fast and the Furious ,2001,106,Color,187,357,23000,14000,4000,144512310,272223,45327,2,988,English,USA,PG-13,38000000,6.7,2.35,Action,Crime,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Curious Case of Benjamin Button ,2008,166,Color,362,21000,11000,1000,919,127490802,459346,13333,2,822,English,USA,PG-13,150000000,7.8,2.35,Drama,Fantasy,Romance,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X-Men: First Class ,2011,132,Color,500,905,34000,13000,1000,146405371,518537,50983,3,698,English,USA,PG-13,160000000,7.8,2.35,Action,Adventure,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hunger Games: Mockingjay - Part 2 ,2015,137,Color,389,508,34000,22000,14000,281666058,166137,81385,1,383,English,USA,PG-13,160000000,6.6,2.35,Adventure,Sci-Fi,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sorcerer's Apprentice ,2010,109,Color,235,226,12000,418,370,63143812,124185,13388,0,238,English,USA,PG,150000000,6.1,2.35,Action,Adventure,Family,Fantasy,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poseidon ,2006,98,Color,231,249,87000,2000,702,60655503,82380,92456,0,629,English,USA,PG-13,160000000,5.6,2.35,Action,Adventure,Drama,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alice Through the Looking Glass ,2016,113,Color,218,33,40000,25000,11000,76846624,21352,80806,1,131,English,USA,PG,170000000,6.4,1.85,Adventure,Family,Fantasy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shrek the Third ,2007,93,Color,227,50,3000,795,692,320706665,211971,4705,2,326,English,USA,PG,160000000,6.1,1.85,Adventure,Animation,Comedy,Family,Fantasy,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warcraft ,2016,123,Color,275,0,3000,716,648,46978995,111609,5505,0,781,English,USA,PG-13,160000000,7.3,2.35,Action,Adventure,Fantasy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terminator Genisys ,2015,126,Color,474,230,24000,10000,2000,89732035,188457,38873,2,867,English,USA,PG-13,155000000,6.6,2.35,Action,Adventure,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Chronicles of Narnia: The Voyage of the Dawn Treader ,2010,113,Color,228,150,531,82,59,104383624,106446,764,4,227,English,USA,PG,155000000,6.3,1.78,Adventure,Family,Fantasy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearl Harbor ,2001,184, Black and White,191,0,3000,961,691,198539855,254111,5401,0,1999,English,USA,PG-13,140000000,6.1,2.35,Action,Drama,History,Romance,War,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transformers ,2007,144,Color,396,0,662,599,581,318759914,513158,2333,0,1782,English,USA,PG-13,150000000,7.1,2.35,Action,Adventure,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander ,2004,206,Color,248,0,12000,11000,591,34293771,138863,24598,3,1390,English,Germany,R,155000000,5.5,2.35,Action,Adventure,Biography,Drama,History,Romance,War,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Order of the Phoenix ,2007,138,Color,329,282,21000,11000,687,292000866,355137,33433,3,1108,English,UK,PG-13,150000000,7.5,2.35,Adventure,Family,Fantasy,Mystery,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Goblet of Fire ,2005,157,Color,295,179,21000,11000,10000,289994397,385670,53413,1,1896,English,UK,PG-13,150000000,7.6,2.35,Adventure,Family,Fantasy,Mystery,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hancock ,2008,102,Color,318,532,10000,9000,979,227946274,343648,21584,0,590,English,USA,PG-13,150000000,6.4,2.35,Action,Drama,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Legend ,2007,104,Color,323,508,10000,1000,558,256386216,530870,13076,0,1413,English,USA,PG-13,150000000,7.2,2.35,Drama,Horror,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie and the Chocolate Factory ,2005,115,Color,276,13000,40000,16000,588,206456431,320284,57844,3,1361,English,USA,PG,150000000,6.7,1.85,Adventure,Comedy,Family,Fantasy,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ratatouille ,2007,111,Color,318,663,1000,1000,954,206435493,473887,4764,0,626,English,USA,G,150000000,8,2.35,Animation,Comedy,Family,Fantasy,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batman Begins ,2005,128,Color,478,22000,23000,14000,11000,205343774,980946,59558,0,2685,English,USA,PG-13,150000000,8.3,2.35,Action,Adventure,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar: Escape 2 Africa ,2008,89,Color,167,35,1000,851,436,179982968,146019,3285,0,119,English,USA,PG,150000000,6.7,1.85,Action,Adventure,Animation,Comedy,Family,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night at the Museum: Battle of the Smithsonian ,2009,105,Color,185,189,49000,3000,1000,177243721,130272,54039,2,209,English,USA,PG,150000000,5.9,2.35,Adventure,Comedy,Family,Fantasy,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X-Men Origins: Wolverine ,2009,119,Color,350,151,20000,16000,2000,179883016,361924,40054,0,641,English,USA,PG-13,150000000,6.7,2.35,Action,Adventure,Fantasy,Sci-Fi,Thriller,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Matrix Revolutions ,2003,129,Color,245,0,309,269,233,139259759,364948,1062,0,2121,English,Australia,R,150000000,6.7,2.35,Action,Sci-Fi,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frozen ,2013,102,Color,406,69,1000,523,490,400736600,421658,2582,0,904,English,USA,PG,150000000,7.6,2.24,Adventure,Animation,Comedy,Family,Fantasy,Musical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Matrix Reloaded ,2003,138,Color,275,0,234,198,30,281492479,421818,534,0,2789,English,USA,R,150000000,7.2,2.35,Action,Sci-Fi,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thor: The Dark World ,2013,112,Color,486,230,26000,20000,12000,206360018,414070,59803,3,532,English,USA,PG-13,170000000,7.1,2.35,Action,Adventure,Fantasy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Max: Fury Road ,2015,120,Color,739,750,27000,9000,943,153629485,552503,40025,0,1588,English,Australia,R,150000000,8.1,2.35,Action,Adventure,Sci-Fi,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angels & Demons ,2009,146,Color,298,2000,15000,745,294,133375846,207839,16948,2,435,English,USA,PG-13,150000000,6.7,2.35,Mystery,Thriller,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thor ,2011,115,Color,516,0,26000,20000,12000,181015141,536314,60059,1,738,English,USA,PG-13,150000000,7,2.35,Action,Adventure,Fantasy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolt ,2008,96,Color,225,59,17000,759,699,114053579,146766,20007,0,178,English,USA,PG,150000000,6.9,1.85,Adventure,Animation,Comedy,Drama,Family,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G-Force ,2009,88,Color,145,12,730,607,182,119420252,33042,2217,0,90,English,USA,PG,150000000,5.1,2.35,Action,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wrath of the Titans ,2012,99,Color,310,473,14000,897,502,83640426,152826,16184,0,253,English,USA,PG-13,150000000,5.8,1.85,Action,Adventure,Fantasy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Shadows ,2012,113,Color,526,13000,40000,17000,16000,79711678,199039,80849,7,479,English,USA,PG-13,100000000,6.2,1.85,Comedy,Fantasy,Horror,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mission: Impossible - Rogue Nation ,2015,131,Color,465,188,10000,10000,641,195000874,232187,21840,0,440,English,China,PG-13,150000000,7.4,2.35,Action,Adventure,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wolfman ,2010,119,Color,357,394,12000,490,162,61937495,89442,13071,0,432,English,USA,R,150000000,5.8,1.85,Drama,Fantasy,Horror,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Legend of Tarzan ,2016,110,Color,248,282,11000,10000,103,124051759,42372,21175,2,239,English,USA,PG-13,180000000,6.6,2.35,Action,Adventure,Drama,Romance,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bee Movie ,2007,91,Color,194,58,2000,852,826,126597121,105902,6576,0,206,English,USA,PG,150000000,6.2,1.85,Adventure,Animation,Comedy,Family,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda 2 ,2011,90,Color,284,90,11000,10000,15,165230261,182718,21015,0,209,English,USA,PG,150000000,7.3,2.35,Action,Adventure,Animation,Comedy,Family,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Airbender ,2010,103,Color,280,0,1000,756,346,131564731,118951,2857,0,1382,English,USA,PG,150000000,4.2,2.35,Action,Adventure,Family,Fantasy,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mission: Impossible III ,2006,124,Color,310,14000,22000,10000,979,133382309,256695,34817,0,871,English,USA,PG-13,150000000,6.9,2.35,Action,Adventure,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White House Down ,2013,131,Color,339,776,17000,551,256,73103784,164238,18204,2,434,English,USA,PG-13,150000000,6.4,2.35,Action,Drama,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mars Needs Moms ,2011,88,Color,132,25,921,562,433,21379315,17590,2652,0,112,English,USA,PG,150000000,5.4,2.35,Action,Adventure,Animation,Comedy,Family,Sci-Fi,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flushed Away ,2006,85,Color,135,42,20000,14000,586,64459316,85086,35161,0,122,English,UK,PG,149000000,6.7,1.85,Adventure,Animation,Comedy,Family,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pan ,2015,111,Color,256,456,20000,548,394,34964818,39956,21393,4,186,English,USA,PG,150000000,5.8,2.35,Adventure,Family,Fantasy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Peabody & Sherman ,2014,92,Color,196,50,3000,1000,517,111505642,47900,5810,2,130,English,USA,PG,145000000,6.9,1.85,Adventure,Animation,Comedy,Family,Sci-Fi,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy ,2004,196,Color,220,249,11000,5000,844,133228348,381672,17944,2,1694,English,USA,R,175000000,7.2,2.35,Adventure,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar 3: Europe's Most Wanted ,2012,93,Color,211,35,851,770,436,216366733,119213,2444,0,154,English,USA,PG,145000000,6.9,1.85,Adventure,Animation,Comedy,Family,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Die Another Day ,2002,133, Black and White,264,93,769,766,746,160201106,169914,2538,0,1185,English,UK,PG-13,142000000,6.1,2.35,Action,Adventure,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghostbusters ,2016,116,Color,464,176,783,370,322,118099659,69757,2097,4,1211,English,USA,PG-13,144000000,5.5,2.35,Action,Comedy,Fantasy,Sci-Fi,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armageddon ,1998,153,Color,167,0,13000,12000,537,201573391,322395,26029,0,1171,English,USA,PG-13,140000000,6.6,2.35,Action,Adventure,Sci-Fi,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men in Black II ,2002,88,Color,208,188,10000,3000,826,190418803,270207,14823,2,606,English,USA,PG-13,140000000,6.1,1.85,Action,Adventure,Comedy,Family,Fantasy,Mystery,Sci-Fi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beowulf ,2007,115,Color,287,0,18000,12000,964,82161969,142440,31523,1,505,English,USA,PG-13,150000000,6.3,2.35,Action,Adventure,Animation,Fantasy,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda 3 ,2016,95,Color,210,5,24000,11000,967,143523463,64322,36095,0,145,English,USA,PG,145000000,7.2,2.35,Action,Adventure,Animation,Comedy,Family,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mission: Impossible - Ghost Protocol ,2011,133,Color,432,663,10000,10000,690,209364921,365104,21768,3,512,English,USA,PG-13,145000000,7.4,2.35,Action,Adventure,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rise of the Guardians ,2012,97,Color,256,52,20000,315,161,103400692,123553,20645,0,174,English,USA,PG,145000000,7.3,1.85,Adventure,Animation,Family,Fantasy,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fun with Dick and Jane ,2005,90,Color,135,23,957,550,233,110332737,110788,1997,1,258,English,USA,PG-13,100000000,6.1,2.35,Comedy,Crime,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Samurai ,2003,154,Color,190,380,10000,956,445,111110575,317166,11945,1,928,English,USA,R,140000000,7.7,2.35,Action,Drama,History,War,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exodus: Gods and Kings ,2014,150,Color,314,0,23000,893,748,65007045,128682,26490,0,657,English,UK,PG-13,140000000,6.1,2.35,Action,Adventure,Drama,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Trek ,2009,127,Color,518,14000,26000,12000,981,257704099,504419,39284,0,1559,English,USA,PG-13,150000000,8,2.35,Action,Adventure,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider-Man ,2002,121,Color,291,0,24000,11000,4000,403706375,544665,40484,0,2012,English,USA,PG-13,139000000,7.3,1.85,Action,Adventure,Fantasy,Romance,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Train Your Dragon 2 ,2014,102,Color,292,255,18000,3000,953,176997107,221128,23378,5,343,English,USA,PG,145000000,7.9,2.35,Action,Adventure,Animation,Comedy,Family,Fantasy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gods of Egypt ,2016,126,Color,184,295,18000,934,284,31141074,51892,19769,4,273,English,USA,PG-13,140000000,5.5,2.35,Action,Adventure,Fantasy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stealth ,2005,121,Color,145,357,820,780,653,31704416,45455,2705,0,388,English,USA,PG-13,135000000,5,2.35,Action,Adventure,Sci-Fi,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watchmen ,2009,215,Color,451,0,986,745,413,107503316,392474,2530,1,1229,English,USA,R,130000000,7.7,2.35,Action,Drama,Mystery,Sci-Fi,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lethal Weapon 4 ,1998,127,Color,141,503,5000,808,91,129734803,127497,6171,2,287,English,USA,R,140000000,6.6,2.35,Action,Crime,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hulk ,2003,138,Color,267,0,820,300,258,132122995,212106,1814,0,1445,English,USA,PG-13,137000000,5.7,1.85,Action,Sci-Fi,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G.I. Joe: Retaliation ,2013,122,Color,351,209,17000,12000,934,122512052,146352,31958,6,288,English,USA,PG-13,130000000,5.8,2.35,Action,Adventure,Sci-Fi,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahara ,2005,124,Color,163,42,11000,973,848,68642452,77673,13073,3,463,English,UK,PG-13,130000000,6,2.35,Action,Adventure,Comedy,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Fantasy: The Spirits Within ,2001,106,Color,166,6,12000,2000,422,32131830,72259,15015,1,788,English,USA,PG-13,137000000,6.4,1.85,Action,Adventure,Animation,Fantasy,Romance,Sci-Fi,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain America: The First Avenger ,2011,124,Color,510,394,11000,3000,2000,176636816,508818,19761,0,679,English,USA,PG-13,140000000,6.9,2.35,Action,Adventure,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The World Is Not Enough ,1999,128,Color,197,150,766,536,244,126930660,157519,2037,2,683,English,UK,PG-13,135000000,6.4,2.35,Action,Adventure,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master and Commander: The Far Side of the World ,2003,138,Color,244,608,613,172,168,93926386,168207,1205,1,684,English,USA,PG-13,150000000,7.4,2.35,Action,Adventure,Drama,History,War,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Twilight Saga: Breaking Dawn - Part 2 ,2012,115,Color,322,386,21000,17000,12000,292298923,185394,59177,3,329,English,USA,PG-13,120000000,5.5,2.35,Adventure,Drama,Fantasy,Romance,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Feet 2 ,2011,100,Color,156,750,49000,11000,988,63992328,32399,62644,0,79,English,Australia,PG,135000000,5.9,2.35,Animation,Comedy,Family,Musical,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Incredible Hulk ,2008,135,Color,354,255,3000,1000,882,134518390,326286,5811,0,643,English,USA,PG-13,150000000,6.8,2.35,Action,Adventure,Sci-Fi,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The BFG ,2016,117,Color,252,14000,535,400,358,52792307,12572,1950,0,106,English,UK,PG,140000000,6.8,2.35,Adventure,Family,Fantasy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Revenant ,2015,156,Color,556,0,29000,27000,733,183635922,406020,57108,0,1188,English,USA,R,135000000,8.1,2.35,Adventure,Drama,Thriller,Western,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turbo ,2013,96,Color,166,13,16000,881,463,83024900,62424,17416,0,90,English,USA,PG,135000000,6.5,2.35,Adventure,Animation,Comedy,Family,Sport,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rango ,2011,107,Color,362,563,40000,1000,939,123207194,183208,43291,0,337,English,USA,PG,135000000,7.2,2.35,Adventure,Animation,Comedy,Family,Western,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penguins of Madagascar ,2014,92,Color,153,35,19000,411,179,83348920,60230,19963,0,118,English,USA,PG,132000000,6.7,1.85,Adventure,Animation,Comedy,Family,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bourne Ultimatum ,2007,115,Color,329,521,13000,897,883,227137090,491077,17369,0,820,English,USA,PG-13,110000000,8.1,2.35,Action,Mystery,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda ,2008,92,Color,266,54,11000,967,562,215395021,307029,12754,0,360,English,USA,PG,130000000,7.6,2.35,Action,Adventure,Animation,Comedy,Family,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man ,2015,117,Color,517,235,2000,2000,680,180191634,313866,5730,6,549,English,USA,PG-13,130000000,7.4,1.85,Action,Adventure,Comedy,Sci-Fi,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hunger Games: Catching Fire ,2013,146,Color,502,508,34000,14000,523,424645577,498397,49355,1,706,English,USA,PG-13,130000000,7.6,2.35,Adventure,Sci-Fi,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Twilight Saga: Breaking Dawn - Part 2 ,2012,115,Color,322,386,21000,17000,12000,292298923,185394,59177,3,329,English,USA,PG-13,120000000,5.5,2.35,Adventure,Drama,Fantasy,Romance,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home ,2015,94,Color,165,12,17000,523,183,177343675,70121,17883,0,214,English,USA,PG,135000000,6.7,1.85,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
War of the Worlds ,2005,116,Color,401,14000,10000,1000,807,234277056,334345,12758,0,2741,English,USA,PG-13,132000000,6.5,1.85,Adventure,Sci-Fi,Thriller,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Boys II ,2003,147,Color,94,0,10000,898,877,138396624,178126,12954,1,511,English,USA,R,130000000,6.6,2.35,Action,Comedy,Crime,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puss in Boots ,2011,90,Color,246,50,4000,442,397,149234747,114287,5046,0,137,English,USA,PG,130000000,6.7,2.35,Action,Adventure,Animation,Comedy,Family,Fantasy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salt ,2010,101,Color,330,176,11000,702,282,118311368,245621,12406,1,514,English,USA,PG-13,110000000,6.4,2.35,Action,Crime,Mystery,Thriller,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah ,2014,138,Color,434,0,12000,9000,8000,101160529,200022,32355,2,1240,English,USA,PG-13,125000000,5.8,1.85,Action,Adventure,Drama,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Tintin ,2011,107,Color,440,14000,2000,871,845,77564037,177383,4631,1,447,English,USA,PG,135000000,7.4,2.35,Action,Adventure,Family,Mystery,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
